id,text,user_name,id_str,created,retweet_count
122,"RT @amneris84: 国のルールが大事。報道の自由は万能ではない……報道の自由を軽視する方々が、しばしば使う論法。万能ではないが、重要であり公益性がある。→「報道の自由、免罪符でない」　中国が香港対応を正当化(朝日新聞デジタル)
https://t.co/ChlwwZ0…",0zzj7eOc1adBaFp,1408179111911067648,2021-06-24T21:43:57,0
123,"RT @thetvjp: 【#プレゼント🎁】
映画「#ヒノマルソウル」に出演する #日向坂46 #小坂菜緒 さんのサイン入りチェキを1名様に！

応募方法
1)@thetvjpをフォロー
2)本投稿をRT
☑7月8日24時〆

▼小坂菜緒さんのインタビューはこちら🎤
https…",S7Mrc,1408179112154337283,2021-06-24T21:43:57,0
124,"脱走の感染者は釈放中の容疑者
#Yahooニュース
https://t.co/zE4gnC7JBK 安定の大阪。コントやん",kurasaVage,1408179112150065153,2021-06-24T21:43:57,0
125,"RT @mil_in_ua: Нещодавно розкритий фотоматеріал ОБСЄ є ще одним доказом присутності Збройних Сил Росії на території України.

Деталі ⬇

#Ук…",kniga555,1408179112284459019,2021-06-24T21:43:57,0
126,RT @RealJoelSmalley: First the inventor of the PCR test says it shouldn't be used to test for COVID and now the inventor of mRNA vaccines s…,booie_girl,1408179112238256128,2021-06-24T21:43:57,0
127,"RT @CDP2017: 6月25日(金)街頭演説のスケジュールです📅枝野幸男、蓮舫、福山哲郎、泉健太が東京都内を巡ります。#都議選2021 始まる！

https://t.co/zitqHPQUD2",MZMT66,1408179112716369921,2021-06-24T21:43:57,0
128,RT @RepMeijer: Let me be clear: more people will die bc of craven propaganda like this. People who believe election was a “coup” + view gov…,Backstorymom1,1408179112653561866,2021-06-24T21:43:57,0
129,"RT @KamalaHarris: The United States has experienced more deaths from COVID-19 than from World War I, World War II, the Vietnam War, and 9/1…",Stehsantiago1,1408179112792018963,2021-06-24T21:43:57,0
130,@MTVEnglishNews @MohamadJawadKh1 @MohamadJawadKh1 if only u were still our minister of health!Please keep using yr… https://t.co/MLTdiDDOMC,KaylynKaram,1408179112959676418,2021-06-24T21:43:57,0
131,"RT @TinCaps: After a couple weeks on the road, we’re back 🏡 for a 1️⃣2️⃣-game homestand starting Tuesday!

Join us for affordable, family f…",rebjack18,1408179113127522304,2021-06-24T21:43:57,0
132,@domfifield @David_Ornstein I'm not sure if @HLTCO is going to recover from this news.,madhatter351,1408179113098203137,2021-06-24T21:43:57,0
133,RT @poponpgunyan: 東京都議選の争点 「コロナ対策・対応」が70％ NHKアンケート | NHKニュース   https://t.co/DLoP92rf9w 『感染者は570人で、2日連続で前の週の同じ曜日から100人余り増加し、東京オリンピックの開幕を前に感染…,Yoshida34297101,1408179113492242432,2021-06-24T21:43:58,0
134,RT @RDoelinger: Verdade.😂😂😂😂😂,Everaldo_Capim,1408179113391755267,2021-06-24T21:43:57,0
135,RT @jtheaps9: I know people will be concerned about his ankle but I believe the Seahawks should seriously consider this. Bring him home!…,BigGeorge6953,1408179113412628480,2021-06-24T21:43:57,0
136,"RT @KamalaHarris: The United States has experienced more deaths from COVID-19 than from World War I, World War II, the Vietnam War, and 9/1…",charlie_white,1408179113442136075,2021-06-24T21:43:58,0
137,"RT @sn_gorin: 個人4大会連続五輪出場を逃した福島千里「終わりの始まり」　進退の明言は避ける
#陸上 #福島千里
https://t.co/ZiUFYx7VgS",takoyakirunrun,1408179113664208900,2021-06-24T21:43:58,0
138,"RT @OscarMbo: Vaccine, that’s all.",thedjskywalker,1408179113446232065,2021-06-24T21:43:58,0
139,"RT @mrsverypicky: BBC News - BBC receives 6,417 complaints for broadcasting Christian Eriksen collapse
https://t.co/esWQz1MzOl",JulieCuninghame,1408179113697984521,2021-06-24T21:43:58,0
140,"RT @quijotescx: The way that employee recognized, documented, and walked away from the Thing They So Don't Get Paid Enough To Deal With is…",DezireaSkye,1408179113857331210,2021-06-24T21:43:58,0
141,"RT @Schilling1776: “Woke” is the perfect way to describe the left’s insane and malevolent agenda, because it just stirred the most powerful…",NoDaTeddi,1408179113869955072,2021-06-24T21:43:58,0
142,"RT @doctor_oxford: YES.

Not next month. Not next year. Not next election cycle.

Now. 

RT if you agree. https://t.co/nGrv6KBhvc",burns_burns2801,1408179113857323016,2021-06-24T21:43:58,0
143,"Iran’s new fears: From drones to remote control weapons, sabotage https://t.co/JwHBcUgtp5",ani_bencohen,1408179114016641025,2021-06-24T21:43:58,0
144,RT @kahoku_shimpo: 仙台・青葉まつりの代替イベント始まる https://t.co/kbPu5rcLUj,furuidolabo,1408179114263990274,2021-06-24T21:43:58,0
145,"RT @andienas: Pak @jokowi, varian COVID-19 yang terbaru sudah banyak menyerang anak2. Kedatangan Pfizer harus diutamakan untuk mereka, buka…",romi_mr,1408179114394091521,2021-06-24T21:43:58,0
146,RT @Feorlean: It would have been politically advantageous to @theSNP to release it before the election but the OECD would not permit it. Th…,patmc60928351,1408179114314452996,2021-06-24T21:43:58,0
